level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
302;864;mm/oom_kill: fix the wrong task->mm == mm checks in oom_kill_process();fix the wrong task->mm == mm checks in oom_kill_process();wrong task->mm == mm checks;https://api.github.com/repos/torvalds/linux/git/commits/4d7b3394f76ed72cfdec23ca5571dbab6ec41793;https://github.com/torvalds/linux/commit/4d7b3394f76ed72cfdec23ca5571dbab6ec41793
304;874;" It is possible that the group leader
has the pending SIGKILL because its sub-thread originated the coredump, in
this case we must not skip this process";we must not skip this process;because its sub-thread originated the coredump;https://api.github.com/repos/torvalds/linux/git/commits/0c1b2d783cf3432490bf1e532c742fffeadc0bf3;https://github.com/torvalds/linux/commit/0c1b2d783cf3432490bf1e532c742fffeadc0bf3
305;875;"We could probably add the additional ->group_exit_task check but this
patch just removes the wrong check along with pr_info().";remove the wrong check along with pr_info();wrong check along with pr_info();https://api.github.com/repos/torvalds/linux/git/commits/0c1b2d783cf3432490bf1e532c742fffeadc0bf3;https://github.com/torvalds/linux/commit/0c1b2d783cf3432490bf1e532c742fffeadc0bf3
306;880;" We can tolerate a comm being printed that is in
the middle of an update to avoid taking the lock";We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://api.github.com/repos/torvalds/linux/git/commits/da39da3a54fed88e29024f2f1f6cd7357cd03a44;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44
307;882;"mm/oom_kill.c: suppress unnecessary ""sharing same memory"" message";"suppress unnecessary ""sharing same memory"" message";"unnecessary ""sharing same memory""";https://api.github.com/repos/torvalds/linux/git/commits/840807a8f40bb25a8df5b6412bba6bc156643be5;https://github.com/torvalds/linux/commit/840807a8f40bb25a8df5b6412bba6bc156643be5
308;885;" This patch
reduces the ""Kill process"" lines by printing that line with info level
only if SIGKILL is not pending.";"reduces the ""Kill process"" lines by printing that line with info level";only if SIGKILL is not pending;https://api.github.com/repos/torvalds/linux/git/commits/840807a8f40bb25a8df5b6412bba6bc156643be5;https://github.com/torvalds/linux/commit/840807a8f40bb25a8df5b6412bba6bc156643be5
309;886;mm/oom_kill.c: fix potentially killing unrelated process;fix potentially killing unrelated process;potentially killing unrelated process;https://api.github.com/repos/torvalds/linux/git/commits/880b768937e90c433c0c8254a22b1eb63df005a4;https://github.com/torvalds/linux/commit/880b768937e90c433c0c8254a22b1eb63df005a4
310;891;" To make sure that the OOM victim's mm does not go away
until for_each_process() loop finishes, get a reference on the OOM
victim's mm before calling task_unlock(victim).";get a reference on the OOM victim's mm before calling task_unlock(victim);to make sure that the OOM victim's mm does not go away until for_each_process() loop finishes;https://api.github.com/repos/torvalds/linux/git/commits/880b768937e90c433c0c8254a22b1eb63df005a4;https://github.com/torvalds/linux/commit/880b768937e90c433c0c8254a22b1eb63df005a4
311;901;mm, oom: remove unnecessary variable;remove unnecessary variable;unnecessary;https://api.github.com/repos/torvalds/linux/git/commits/75e8f8b24cb0dc4951267d31f0a49e5ce2f345c4;https://github.com/torvalds/linux/commit/75e8f8b24cb0dc4951267d31f0a49e5ce2f345c4
312;902;"The ""killed"" variable in out_of_memory() can be removed since the call to
oom_kill_process() where we should block to allow the process time to
exit is obvious.";"The ""killed"" variable in out_of_memory() can be removed";since the call to oom_kill_process() where we should block to allow the process time to exit is obvious.;https://api.github.com/repos/torvalds/linux/git/commits/75e8f8b24cb0dc4951267d31f0a49e5ce2f345c4;https://github.com/torvalds/linux/commit/75e8f8b24cb0dc4951267d31f0a49e5ce2f345c4
313;906;Avoid panicking the system for sysrq+f when no processes are killed.;Avoid panicking the system for sysrq+f when no processes are killed;no processes are killed;https://api.github.com/repos/torvalds/linux/git/commits/071a4befebb655d6b31bf5c6bacd5a6df035224d;https://github.com/torvalds/linux/commit/071a4befebb655d6b31bf5c6bacd5a6df035224d
315;913;"Organize these elements into a new struct, struct oom_control, that
specifies the context for an oom condition";Organize these elements into a new struct, struct oom_control;specifies the context for an oom condition;https://api.github.com/repos/torvalds/linux/git/commits/6e0fc46dc2152d3e2d25a5d5b640ae3586c247c6;https://github.com/torvalds/linux/commit/6e0fc46dc2152d3e2d25a5d5b640ae3586c247c6
318;925;"Replace both locking schemes with a single global mutex serializing OOM
kills regardless of context.";Replace both locking schemes with a single global mutex serializing OOM kills regardless of context.;regardless of context;https://api.github.com/repos/torvalds/linux/git/commits/dc56401fc9f25e8f93899991ec858c98a331d88c;https://github.com/torvalds/linux/commit/dc56401fc9f25e8f93899991ec858c98a331d88c
319;926;mm: oom_kill: remove unnecessary locking in exit_oom_victim();Remove unnecessary locking in exit_oom_victim();unnecessary locking in exit_oom_victim();https://api.github.com/repos/torvalds/linux/git/commits/da51b14adb671829077da3aeb9e9edd6f8c80afe;https://github.com/torvalds/linux/commit/da51b14adb671829077da3aeb9e9edd6f8c80afe
321;936;"This could have been replaced with waitqueue_active(), but it only saves
a few instructions in one of the coldest paths in the kernel";This could have been replaced with waitqueue_active();it only saves a few instructions in one of the coldest paths in the kernel;https://api.github.com/repos/torvalds/linux/git/commits/c38f1025f2910d6183e9923d4b4d5804474b50c5;https://github.com/torvalds/linux/commit/c38f1025f2910d6183e9923d4b4d5804474b50c5
325;945;"While at it, rename mark_tsk_oom_victim() to mark_oom_victim(), which
is easier on the eye.";Rename mark_tsk_oom_victim() to mark_oom_victim();which is easier on the eye.;https://api.github.com/repos/torvalds/linux/git/commits/16e951966f05da5ccd650104176f6ba289f7fa20;https://github.com/torvalds/linux/commit/16e951966f05da5ccd650104176f6ba289f7fa20
326;946;mm: oom_kill: remove unnecessary locking in oom_enable();remove unnecessary locking in oom_enable();unnecessary locking in oom_enable();https://api.github.com/repos/torvalds/linux/git/commits/3f5ab8cfbf15e8e02838ffc3549191351305df0e;https://github.com/torvalds/linux/commit/3f5ab8cfbf15e8e02838ffc3549191351305df0e
327;948;mm/oom_kill.c: fix typo in comment;fix typo in comment;typo in comment;https://api.github.com/repos/torvalds/linux/git/commits/bdddbcd45fd191a0213e6d2a032eb55d18bd1fc0;https://github.com/torvalds/linux/commit/bdddbcd45fd191a0213e6d2a032eb55d18bd1fc0
329;956;"	int main(void)
			addr = mmap(addr + PUD_SIZE, PUD_SIZE, PROT_WRITE|PROT_READ,
			mmap(addr, PMD_SIZE, PROT_WRITE|PROT_READ,
		printf(""PID %d consumed %lu KiB in PMD page tables\n"",
The patch addresses the issue by account PMD tables to the process the
same way we account PTE";The patch addresses the issue by account PMD tables to the process the same way we account PTE;addresses the issue by account PMD tables to the process the same way we account PTE;https://api.github.com/repos/torvalds/linux/git/commits/dc6c9a35b66b520cf67e05d8ca60ebecad3b0479;https://github.com/torvalds/linux/commit/dc6c9a35b66b520cf67e05d8ca60ebecad3b0479
331;967;oom, PM: make OOM detection in the freezer path raceless;make OOM detection in the freezer path raceless;raceless;https://api.github.com/repos/torvalds/linux/git/commits/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7;https://github.com/torvalds/linux/commit/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7
334;973;"oom_killer_disabled check is moved from the allocation path to the OOM
level and we take oom_sem for reading for both the check and the whole
OOM invocation";oom_killer_disabled check is moved from the allocation path to the OOM level;to take oom_sem for reading for both the check and the whole OOM invocation;https://api.github.com/repos/torvalds/linux/git/commits/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7;https://github.com/torvalds/linux/commit/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7
337;981;" As per Tejun, ""We used to have freezing points deep in file
system code which may be reacheable from page fault."" so it would be
better and more robust to not rely on freezing points here";it would be better and more robust to not rely on freezing points here;We used to have freezing points deep in file system code which may be reachable from page fault;https://api.github.com/repos/torvalds/linux/git/commits/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7;https://github.com/torvalds/linux/commit/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7
339;988;"This should complete in a finite
time, though, because
	- the victim cannot loop in the page fault handler (it would die
	  on the way out from the exception)
	- it cannot loop in the page allocator because all the further
	  allocation would fail and __GFP_NOFAIL allocations are not
	  acceptable at this stage
	- it shouldn't be blocked on any locks held by frozen tasks
	  (try_to_freeze expects lockless context) and kernel threads and
	  work queues are not frozen yet";This should complete in a finite time;The victim cannot loop in the page fault handler, it cannot loop in the page allocator, and it shouldn't be blocked on any locks held by frozen tasks or kernel threads and work queues are not frozen yet.;https://api.github.com/repos/torvalds/linux/git/commits/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7;https://github.com/torvalds/linux/commit/c32b3cbe0d067a9cfae85aa70ba1e97ceba0ced7
340;995;" We are not checking whether the task is frozen because that
would be racy and __thaw_task does that already";We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;https://api.github.com/repos/torvalds/linux/git/commits/63a8ca9b2084fa5bd91aa380532f18e361764109;https://github.com/torvalds/linux/commit/63a8ca9b2084fa5bd91aa380532f18e361764109
341;996;" oom_scan_process_thread
doesn't need to care about freezer anymore as TIF_MEMDIE and freezer are
excluded completely now.";oom_scan_process_thread doesn't need to care about freezer anymore;TIF_MEMDIE and freezer are excluded completely now;https://api.github.com/repos/torvalds/linux/git/commits/63a8ca9b2084fa5bd91aa380532f18e361764109;https://github.com/torvalds/linux/commit/63a8ca9b2084fa5bd91aa380532f18e361764109
343;998;"This patchset addresses a race which was described in the changelog for
5695be142e20 (""OOM, PM: OOM killed task shouldn't escape PM suspend"")";This patchset addresses a race;"which was described in the changelog for 5695be142e20 (""OOM, PM: OOM killed task shouldn't escape PM suspend"")";https://api.github.com/repos/torvalds/linux/git/commits/49550b605587924b3336386caae53200c68969d3;https://github.com/torvalds/linux/commit/49550b605587924b3336386caae53200c68969d3
349;1012;"mark_tsk_oom_victim is now called under task_lock but
  I think this should be OK because __thaw_task shouldn't interfere with any
  locking down wake_up_process";mark_tsk_oom_victim is now called under task_lock;I think this should be OK because __thaw_task shouldn't interfere with any locking down wake_up_process;https://api.github.com/repos/torvalds/linux/git/commits/49550b605587924b3336386caae53200c68969d3;https://github.com/torvalds/linux/commit/49550b605587924b3336386caae53200c68969d3
352;1017;"Patches 3 and 4 are trivial printk -> pr_info conversion and they should
go in ditto";Patches 3 and 4 should go in ditto;trivial printk -> pr_info conversion;https://api.github.com/repos/torvalds/linux/git/commits/49550b605587924b3336386caae53200c68969d3;https://github.com/torvalds/linux/commit/49550b605587924b3336386caae53200c68969d3
354;1027;"The primary meaning is to give the oom
victim access to the memory reserves and that shouldn't be necessary
here.";Give the oom victim access to the memory reserves;That shouldn't be necessary;https://api.github.com/repos/torvalds/linux/git/commits/49550b605587924b3336386caae53200c68969d3;https://github.com/torvalds/linux/commit/49550b605587924b3336386caae53200c68969d3
355;1034;"Fix this by checking task->mm and setting TIF_MEMDIE flag under task_lock
which will serialize the OOM killer with exit_mm which sets task->mm to
NULL";checking task->mm and setting TIF_MEMDIE flag under task_lock;serialize the OOM killer with exit_mm which sets task->mm to NULL;https://api.github.com/repos/torvalds/linux/git/commits/83363b917a2982dd509a5e2125e905b6873505a3;https://github.com/torvalds/linux/commit/83363b917a2982dd509a5e2125e905b6873505a3
